Build ID,Character,Trial,Tier,Seed,Result,Virtual time,HP left,Rank
jennifer_balanced,jennifer,ashen_bastion,B,10303,Defeat,28.148,0.00,B
jennifer_balanced,jennifer,brass_executioner,A,20101,Defeat,6.000,0.00,B
jennifer_balanced,jennifer,brass_executioner,A,20102,Defeat,7.407,0.00,B
jennifer_balanced,jennifer,brass_executioner,A,20103,Defeat,6.000,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,A,20201,Defeat,10.677,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,A,20202,Defeat,10.417,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,A,20203,Defeat,10.677,0.00,B
jennifer_balanced,jennifer,ashen_bastion,A,20301,Defeat,18.333,0.00,B
jennifer_balanced,jennifer,ashen_bastion,A,20302,Defeat,18.333,0.00,B
jennifer_balanced,jennifer,ashen_bastion,A,20303,Defeat,19.167,0.00,B
jennifer_balanced,jennifer,brass_executioner,S,30101,Defeat,5.000,0.00,B
jennifer_balanced,jennifer,brass_executioner,S,30102,Defeat,5.000,0.00,B
jennifer_balanced,jennifer,brass_executioner,S,30103,Defeat,5.000,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,S,30201,Defeat,9.115,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,S,30202,Defeat,9.635,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,S,30203,Defeat,9.635,0.00,B
jennifer_balanced,jennifer,ashen_bastion,S,30301,Defeat,11.667,0.00,B
jennifer_balanced,jennifer,ashen_bastion,S,30302,Defeat,14.167,0.00,B
jennifer_balanced,jennifer,ashen_bastion,S,30303,Defeat,11.667,0.00,B
jennifer_balanced,jennifer,brass_executioner,S+,40101,Defeat,4.286,0.00,B
jennifer_balanced,jennifer,brass_executioner,S+,40102,Defeat,4.286,0.00,B
jennifer_balanced,jennifer,brass_executioner,S+,40103,Defeat,4.286,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,S+,40201,Defeat,7.552,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,S+,40202,Defeat,8.073,0.00,B
jennifer_balanced,jennifer,thousand_handed_guardian,S+,40203,Defeat,7.552,0.00,B
jennifer_balanced,jennifer,ashen_bastion,S+,40301,Defeat,10.000,0.00,B
jennifer_balanced,jennifer,ashen_bastion,S+,40302,Defeat,9.167,0.00,B
jennifer_balanced,jennifer,ashen_bastion,S+,40303,Defeat,10.000,0.00,B
jennifer_defensive,jennifer,brass_executioner,B,10101,Victory,17.000,850.00,S+
jennifer_defensive,jennifer,brass_executioner,B,10102,Victory,17.000,850.00,S+
jennifer_defensive,jennifer,brass_executioner,B,10103,Victory,16.000,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,B,10201,Victory,16.000,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,B,10202,Victory,16.000,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,B,10203,Victory,16.000,850.00,S+
jennifer_defensive,jennifer,ashen_bastion,B,10301,Timeout,120.000,850.00,S+
jennifer_defensive,jennifer,ashen_bastion,B,10302,Timeout,120.000,850.00,S+
jennifer_defensive,jennifer,ashen_bastion,B,10303,Timeout,120.000,849.21,S+
jennifer_defensive,jennifer,brass_executioner,A,20101,Victory,24.000,827.31,S+
jennifer_defensive,jennifer,brass_executioner,A,20102,Victory,24.000,824.88,S+
jennifer_defensive,jennifer,brass_executioner,A,20103,Victory,24.000,843.77,S+
jennifer_defensive,jennifer,thousand_handed_guardian,A,20201,Victory,20.000,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,A,20202,Victory,17.333,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,A,20203,Victory,19.000,850.00,S+
jennifer_defensive,jennifer,ashen_bastion,A,20301,Defeat,91.921,0.00,S+
jennifer_defensive,jennifer,ashen_bastion,A,20302,Defeat,93.629,0.00,S+
jennifer_defensive,jennifer,ashen_bastion,A,20303,Defeat,90.214,0.00,S+
jennifer_defensive,jennifer,brass_executioner,S,30101,Defeat,21.605,0.00,S+
jennifer_defensive,jennifer,brass_executioner,S,30102,Defeat,21.605,0.00,S+
jennifer_defensive,jennifer,brass_executioner,S,30103,Defeat,22.222,0.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,S,30201,Victory,24.000,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,S,30202,Victory,22.667,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,S,30203,Victory,24.000,850.00,S+
jennifer_defensive,jennifer,ashen_bastion,S,30301,Defeat,73.970,0.00,S+
jennifer_defensive,jennifer,ashen_bastion,S,30302,Defeat,68.145,0.00,S+
jennifer_defensive,jennifer,ashen_bastion,S,30303,Defeat,67.085,0.00,S+
jennifer_defensive,jennifer,brass_executioner,S+,40101,Defeat,18.519,0.00,S+
jennifer_defensive,jennifer,brass_executioner,S+,40102,Defeat,19.136,0.00,S+
jennifer_defensive,jennifer,brass_executioner,S+,40103,Defeat,18.519,0.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,S+,40201,Victory,29.333,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,S+,40202,Victory,29.333,850.00,S+
jennifer_defensive,jennifer,thousand_handed_guardian,S+,40203,Victory,29.333,850.00,S+
jennifer_defensive,jennifer,ashen_bastion,S+,40301,Defeat,54.245,0.00,S+
jennifer_defensive,jennifer,ashen_bastion,S+,40302,Defeat,57.058,0.00,S+
jennifer_defensive,jennifer,ashen_bastion,S+,40303,Defeat,53.683,0.00,S+
jennifer_burst,jennifer,brass_executioner,B,10101,Victory,3.000,239.25,S
jennifer_burst,jennifer,brass_executioner,B,10102,Victory,2.000,239.25,S
jennifer_burst,jennifer,brass_executioner,B,10103,Victory,1.538,280.00,S
jennifer_burst,jennifer,thousand_handed_guardian,B,10201,Victory,1.538,280.00,S
jennifer_burst,jennifer,thousand_handed_guardian,B,10202,Victory,1.000,280.00,S
jennifer_burst,jennifer,thousand_handed_guardian,B,10203,Victory,3.077,280.00,S
jennifer_burst,jennifer,ashen_bastion,B,10301,Victory,7.692,280.00,S
jennifer_burst,jennifer,ashen_bastion,B,10302,Victory,6.000,254.50,S
jennifer_burst,jennifer,ashen_bastion,B,10303,Victory,7.000,177.00,S
jennifer_burst,jennifer,brass_executioner,A,20101,Victory,4.000,215.00,S
jennifer_burst,jennifer,brass_executioner,A,20102,Victory,1.538,280.00,S
jennifer_burst,jennifer,brass_executioner,A,20103,Victory,3.077,280.00,S
jennifer_burst,jennifer,thousand_handed_guardian,A,20201,Victory,3.077,225.00,S
jennifer_burst,jennifer,thousand_handed_guardian,A,20202,Victory,3.077,280.00,S
jennifer_burst,jennifer,thousand_handed_guardian,A,20203,Victory,4.615,173.40,S
jennifer_burst,jennifer,ashen_bastion,A,20301,Victory,8.000,280.00,S
jennifer_burst,jennifer,ashen_bastion,A,20302,Victory,8.000,280.00,S
jennifer_burst,jennifer,ashen_bastion,A,20303,Victory,8.000,218.00,S
jennifer_burst,jennifer,brass_executioner,S,30101,Victory,4.615,121.60,S
jennifer_burst,jennifer,brass_executioner,S,30102,Victory,3.077,280.00,S
jennifer_burst,jennifer,brass_executioner,S,30103,Defeat,5.000,0.00,S
jennifer_burst,jennifer,thousand_handed_guardian,S,30201,Victory,4.615,172.25,S
jennifer_burst,jennifer,thousand_handed_guardian,S,30202,Victory,5.000,51.80,S
jennifer_burst,jennifer,thousand_handed_guardian,S,30203,Defeat,5.729,0.00,S
jennifer_burst,jennifer,ashen_bastion,S,30301,Victory,9.231,248.94,S
jennifer_burst,jennifer,ashen_bastion,S,30302,Victory,8.000,280.00,S
jennifer_burst,jennifer,ashen_bastion,S,30303,Victory,8.000,280.00,S
jennifer_burst,jennifer,brass_executioner,S+,40101,Defeat,4.286,0.00,S
jennifer_burst,jennifer,brass_executioner,S+,40102,Defeat,4.286,0.00,S
jennifer_burst,jennifer,brass_executioner,S+,40103,Defeat,4.286,0.00,S
jennifer_burst,jennifer,thousand_handed_guardian,S+,40201,Defeat,4.948,0.00,S
jennifer_burst,jennifer,thousand_handed_guardian,S+,40202,Defeat,4.948,0.00,S
jennifer_burst,jennifer,thousand_handed_guardian,S+,40203,Defeat,5.729,0.00,S
jennifer_burst,jennifer,ashen_bastion,S+,40301,Defeat,6.667,0.00,S
jennifer_burst,jennifer,ashen_bastion,S+,40302,Defeat,7.500,0.00,S
jennifer_burst,jennifer,ashen_bastion,S+,40303,Defeat,7.500,0.00,S
jennifer_scaling,jennifer,brass_executioner,B,10101,Victory,4.286,436.25,S+
jennifer_scaling,jennifer,brass_executioner,B,10102,Victory,3.810,450.00,S+
jennifer_scaling,jennifer,brass_executioner,B,10103,Victory,3.810,436.25,S+
jennifer_scaling,jennifer,thousand_handed_guardian,B,10201,Victory,4.000,450.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,B,10202,Victory,3.333,450.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,B,10203,Victory,4.762,450.00,S+
jennifer_scaling,jennifer,ashen_bastion,B,10301,Victory,8.000,450.00,S+
jennifer_scaling,jennifer,ashen_bastion,B,10302,Victory,8.000,450.00,S+
jennifer_scaling,jennifer,ashen_bastion,B,10303,Victory,8.000,450.00,S+
jennifer_scaling,jennifer,brass_executioner,A,20101,Victory,6.190,365.78,S+
jennifer_scaling,jennifer,brass_executioner,A,20102,Victory,4.762,420.29,S+
jennifer_scaling,jennifer,brass_executioner,A,20103,Victory,6.190,235.63,S+
jennifer_scaling,jennifer,thousand_handed_guardian,A,20201,Victory,4.762,450.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,A,20202,Victory,5.238,450.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,A,20203,Victory,5.714,450.00,S+
jennifer_scaling,jennifer,ashen_bastion,A,20301,Victory,9.048,450.00,S+
jennifer_scaling,jennifer,ashen_bastion,A,20302,Victory,9.048,450.00,S+
jennifer_scaling,jennifer,ashen_bastion,A,20303,Victory,8.571,450.00,S+
jennifer_scaling,jennifer,brass_executioner,S,30101,Victory,6.667,157.46,S+
jennifer_scaling,jennifer,brass_executioner,S,30102,Victory,7.143,242.76,S+
jennifer_scaling,jennifer,brass_executioner,S,30103,Victory,8.000,115.67,S+
jennifer_scaling,jennifer,thousand_handed_guardian,S,30201,Victory,6.190,450.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,S,30202,Victory,6.190,450.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,S,30203,Victory,6.667,450.00,S+
jennifer_scaling,jennifer,ashen_bastion,S,30301,Victory,10.952,433.20,S+
jennifer_scaling,jennifer,ashen_bastion,S,30302,Victory,13.810,428.27,S+
jennifer_scaling,jennifer,ashen_bastion,S,30303,Victory,12.857,342.61,S+
jennifer_scaling,jennifer,brass_executioner,S+,40101,Victory,8.000,19.75,S+
jennifer_scaling,jennifer,brass_executioner,S+,40102,Defeat,5.556,0.00,S+
jennifer_scaling,jennifer,brass_executioner,S+,40103,Defeat,7.407,0.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,S+,40201,Victory,7.143,450.00,S+
jennifer_scaling,jennifer,thousand_handed_guardian,S+,40202,Victory,7.619,407.93,S+
jennifer_scaling,jennifer,thousand_handed_guardian,S+,40203,Victory,7.143,431.60,S+
jennifer_scaling,jennifer,ashen_bastion,S+,40301,Victory,16.000,193.39,S+
jennifer_scaling,jennifer,ashen_bastion,S+,40302,Victory,15.238,208.78,S+
jennifer_scaling,jennifer,ashen_bastion,S+,40303,Victory,16.000,148.65,S+
violet_weak,violet,brass_executioner,B,10101,Defeat,5.556,0.00,C
violet_weak,violet,brass_executioner,B,10102,Defeat,5.556,0.00,C
violet_weak,violet,brass_executioner,B,10103,Defeat,5.556,0.00,C
violet_weak,violet,thousand_handed_guardian,B,10201,Defeat,2.865,0.00,C
violet_weak,violet,thousand_handed_guardian,B,10202,Defeat,2.865,0.00,C
violet_weak,violet,thousand_handed_guardian,B,10203,Defeat,2.865,0.00,C
violet_weak,violet,ashen_bastion,B,10301,Defeat,5.000,0.00,C
violet_weak,violet,ashen_bastion,B,10302,Defeat,5.000,0.00,C
violet_weak,violet,ashen_bastion,B,10303,Defeat,5.000,0.00,C
violet_weak,violet,brass_executioner,A,20101,Defeat,3.704,0.00,C
violet_weak,violet,brass_executioner,A,20102,Defeat,3.704,0.00,C
violet_weak,violet,brass_executioner,A,20103,Defeat,3.704,0.00,C
violet_weak,violet,thousand_handed_guardian,A,20201,Defeat,2.083,0.00,C
violet_weak,violet,thousand_handed_guardian,A,20202,Defeat,2.083,0.00,C
violet_weak,violet,thousand_handed_guardian,A,20203,Defeat,2.083,0.00,C
violet_weak,violet,ashen_bastion,A,20301,Defeat,4.167,0.00,C
violet_weak,violet,ashen_bastion,A,20302,Defeat,4.167,0.00,C
violet_weak,violet,ashen_bastion,A,20303,Defeat,4.167,0.00,C
violet_weak,violet,brass_executioner,S,30101,Defeat,3.704,0.00,C
violet_weak,violet,brass_executioner,S,30102,Defeat,3.704,0.00,C
violet_weak,violet,brass_executioner,S,30103,Defeat,3.704,0.00,C
violet_weak,violet,thousand_handed_guardian,S,30201,Defeat,1.823,0.00,C
violet_weak,violet,thousand_handed_guardian,S,30202,Defeat,1.823,0.00,C
violet_weak,violet,thousand_handed_guardian,S,30203,Defeat,1.823,0.00,C
violet_weak,violet,ashen_bastion,S,30301,Defeat,3.333,0.00,C
violet_weak,violet,ashen_bastion,S,30302,Defeat,3.333,0.00,C
violet_weak,violet,ashen_bastion,S,30303,Defeat,3.333,0.00,C
violet_weak,violet,brass_executioner,S+,40101,Defeat,3.704,0.00,C
violet_weak,violet,brass_executioner,S+,40102,Defeat,3.704,0.00,C
violet_weak,violet,brass_executioner,S+,40103,Defeat,3.704,0.00,C
violet_weak,violet,thousand_handed_guardian,S+,40201,Defeat,1.562,0.00,C
violet_weak,violet,thousand_handed_guardian,S+,40202,Defeat,1.562,0.00,C
violet_weak,violet,thousand_handed_guardian,S+,40203,Defeat,1.562,0.00,C
violet_weak,violet,ashen_bastion,S+,40301,Defeat,2.500,0.00,C
violet_weak,violet,ashen_bastion,S+,40302,Defeat,2.500,0.00,C
violet_weak,violet,ashen_bastion,S+,40303,Defeat,2.500,0.00,C
violet_balanced,violet,brass_executioner,B,10101,Victory,11.636,82.94,B
violet_balanced,violet,brass_executioner,B,10102,Victory,10.182,57.66,B
violet_balanced,violet,brass_executioner,B,10103,Victory,10.909,40.59,B
violet_balanced,violet,thousand_handed_guardian,B,10201,Victory,10.909,151.60,B
violet_balanced,violet,thousand_handed_guardian,B,10202,Victory,10.182,160.42,B
violet_balanced,violet,thousand_handed_guardian,B,10203,Victory,10.000,270.37,B
violet_balanced,violet,ashen_bastion,B,10301,Victory,18.182,269.44,B
violet_balanced,violet,ashen_bastion,B,10302,Victory,18.182,241.69,B
violet_balanced,violet,ashen_bastion,B,10303,Victory,19.636,239.45,B
violet_balanced,violet,brass_executioner,A,20101,Defeat,7.407,0.00,B
violet_balanced,violet,brass_executioner,A,20102,Defeat,6.000,0.00,B
violet_balanced,violet,brass_executioner,A,20103,Defeat,9.259,0.00,B
violet_balanced,violet,thousand_handed_guardian,A,20201,Defeat,12.240,0.00,B
violet_balanced,violet,thousand_handed_guardian,A,20202,Defeat,11.198,0.00,B
violet_balanced,violet,thousand_handed_guardian,A,20203,Defeat,10.938,0.00,B
violet_balanced,violet,ashen_bastion,A,20301,Defeat,20.833,0.00,B
violet_balanced,violet,ashen_bastion,A,20302,Defeat,19.167,0.00,B
violet_balanced,violet,ashen_bastion,A,20303,Defeat,21.591,0.00,B
violet_balanced,violet,brass_executioner,S,30101,Defeat,5.000,0.00,B
violet_balanced,violet,brass_executioner,S,30102,Defeat,5.556,0.00,B
violet_balanced,violet,brass_executioner,S,30103,Defeat,5.000,0.00,B
violet_balanced,violet,thousand_handed_guardian,S,30201,Defeat,9.375,0.00,B
violet_balanced,violet,thousand_handed_guardian,S,30202,Defeat,9.635,0.00,B
violet_balanced,violet,thousand_handed_guardian,S,30203,Defeat,9.115,0.00,B
violet_balanced,violet,ashen_bastion,S,30301,Defeat,12.500,0.00,B
violet_balanced,violet,ashen_bastion,S,30302,Defeat,13.333,0.00,B
violet_balanced,violet,ashen_bastion,S,30303,Defeat,12.500,0.00,B
violet_balanced,violet,brass_executioner,S+,40101,Defeat,4.286,0.00,B
violet_balanced,violet,brass_executioner,S+,40102,Defeat,4.286,0.00,B
violet_balanced,violet,brass_executioner,S+,40103,Defeat,4.286,0.00,B
violet_balanced,violet,thousand_handed_guardian,S+,40201,Defeat,7.812,0.00,B
violet_balanced,violet,thousand_handed_guardian,S+,40202,Defeat,8.333,0.00,B
violet_balanced,violet,thousand_handed_guardian,S+,40203,Defeat,8.073,0.00,B
violet_balanced,violet,ashen_bastion,S+,40301,Defeat,10.000,0.00,B
violet_balanced,violet,ashen_bastion,S+,40302,Defeat,9.167,0.00,B
violet_balanced,violet,ashen_bastion,S+,40303,Defeat,12.500,0.00,B
violet_defensive,violet,brass_executioner,B,10101,Victory,16.000,850.00,S+
violet_defensive,violet,brass_executioner,B,10102,Victory,16.000,850.00,S+
violet_defensive,violet,brass_executioner,B,10103,Victory,16.000,850.00,S+
violet_defensive,violet,thousand_handed_guardian,B,10201,Victory,13.867,850.00,S+
violet_defensive,violet,thousand_handed_guardian,B,10202,Victory,13.867,850.00,S+
violet_defensive,violet,thousand_handed_guardian,B,10203,Victory,13.333,850.00,S+
violet_defensive,violet,ashen_bastion,B,10301,Timeout,120.000,850.00,S+
violet_defensive,violet,ashen_bastion,B,10302,Timeout,120.000,850.00,S+
violet_defensive,violet,ashen_bastion,B,10303,Timeout,120.000,850.00,S+
violet_defensive,violet,brass_executioner,A,20101,Victory,22.667,850.00,S+
violet_defensive,violet,brass_executioner,A,20102,Victory,21.333,850.00,S+
violet_defensive,violet,brass_executioner,A,20103,Victory,21.333,850.00,S+
violet_defensive,violet,thousand_handed_guardian,A,20201,Victory,17.333,850.00,S+
violet_defensive,violet,thousand_handed_guardian,A,20202,Victory,17.333,850.00,S+
violet_defensive,violet,thousand_handed_guardian,A,20203,Victory,17.333,850.00,S+
violet_defensive,violet,ashen_bastion,A,20301,Defeat,91.352,0.00,S+
violet_defensive,violet,ashen_bastion,A,20302,Defeat,101.494,0.00,S+
violet_defensive,violet,ashen_bastion,A,20303,Defeat,91.921,0.00,S+
violet_defensive,violet,brass_executioner,S,30101,Defeat,21.605,0.00,S+
violet_defensive,violet,brass_executioner,S,30102,Defeat,21.605,0.00,S+
violet_defensive,violet,brass_executioner,S,30103,Defeat,22.840,0.00,S+
violet_defensive,violet,thousand_handed_guardian,S,30201,Victory,21.333,850.00,S+
violet_defensive,violet,thousand_handed_guardian,S,30202,Victory,20.267,850.00,S+
violet_defensive,violet,thousand_handed_guardian,S,30203,Victory,20.267,850.00,S+
violet_defensive,violet,ashen_bastion,S,30301,Defeat,74.500,0.00,S+
violet_defensive,violet,ashen_bastion,S,30302,Defeat,71.852,0.00,S+
violet_defensive,violet,ashen_bastion,S,30303,Defeat,72.911,0.00,S+
violet_defensive,violet,brass_executioner,S+,40101,Defeat,18.519,0.00,S+
violet_defensive,violet,brass_executioner,S+,40102,Defeat,19.753,0.00,S+
violet_defensive,violet,brass_executioner,S+,40103,Defeat,20.370,0.00,S+
violet_defensive,violet,thousand_handed_guardian,S+,40201,Victory,24.000,850.00,S+
violet_defensive,violet,thousand_handed_guardian,S+,40202,Victory,24.533,850.00,S+
violet_defensive,violet,thousand_handed_guardian,S+,40203,Victory,24.000,850.00,S+
violet_defensive,violet,ashen_bastion,S+,40301,Defeat,56.495,0.00,S+
violet_defensive,violet,ashen_bastion,S+,40302,Defeat,57.620,0.00,S+
violet_defensive,violet,ashen_bastion,S+,40303,Defeat,56.495,0.00,S+
violet_burst,violet,brass_executioner,B,10101,Victory,3.692,280.00,S+
violet_burst,violet,brass_executioner,B,10102,Victory,4.615,280.00,S+
violet_burst,violet,brass_executioner,B,10103,Victory,3.692,280.00,S+
violet_burst,violet,thousand_handed_guardian,B,10201,Victory,4.615,280.00,S+
violet_burst,violet,thousand_handed_guardian,B,10202,Victory,4.615,280.00,S+
violet_burst,violet,thousand_handed_guardian,B,10203,Victory,4.615,262.18,S+
violet_burst,violet,ashen_bastion,B,10301,Victory,7.385,280.00,S+
violet_burst,violet,ashen_bastion,B,10302,Victory,6.154,269.21,S+
violet_burst,violet,ashen_bastion,B,10303,Victory,7.385,280.00,S+
violet_burst,violet,brass_executioner,A,20101,Victory,4.923,280.00,S+
violet_burst,violet,brass_executioner,A,20102,Victory,4.923,280.00,S+
violet_burst,violet,brass_executioner,A,20103,Victory,4.923,280.00,S+
violet_burst,violet,thousand_handed_guardian,A,20201,Victory,4.923,264.82,S+
violet_burst,violet,thousand_handed_guardian,A,20202,Victory,6.154,149.65,S+
violet_burst,violet,thousand_handed_guardian,A,20203,Victory,4.923,280.00,S+
violet_burst,violet,ashen_bastion,A,20301,Victory,8.615,210.00,S+
violet_burst,violet,ashen_bastion,A,20302,Victory,7.692,280.00,S+
violet_burst,violet,ashen_bastion,A,20303,Victory,7.692,248.00,S+
violet_burst,violet,brass_executioner,S,30101,Defeat,5.000,0.00,S+
violet_burst,violet,brass_executioner,S,30102,Victory,4.923,280.00,S+
violet_burst,violet,brass_executioner,S,30103,Defeat,5.000,0.00,S+
violet_burst,violet,thousand_handed_guardian,S,30201,Victory,6.154,228.45,S+
violet_burst,violet,thousand_handed_guardian,S,30202,Victory,6.154,231.06,S+
violet_burst,violet,thousand_handed_guardian,S,30203,Victory,4.923,280.00,S+
violet_burst,violet,ashen_bastion,S,30301,Victory,12.308,238.53,S+
violet_burst,violet,ashen_bastion,S,30302,Victory,11.077,156.44,S+
violet_burst,violet,ashen_bastion,S,30303,Victory,9.846,273.59,S+
violet_burst,violet,brass_executioner,S+,40101,Defeat,4.286,0.00,S+
violet_burst,violet,brass_executioner,S+,40102,Defeat,4.286,0.00,S+
violet_burst,violet,brass_executioner,S+,40103,Defeat,4.286,0.00,S+
violet_burst,violet,thousand_handed_guardian,S+,40201,Defeat,5.729,0.00,S+
violet_burst,violet,thousand_handed_guardian,S+,40202,Defeat,5.990,0.00,S+
violet_burst,violet,thousand_handed_guardian,S+,40203,Victory,6.154,280.00,S+
violet_burst,violet,ashen_bastion,S+,40301,Victory,11.077,280.00,S+
violet_burst,violet,ashen_bastion,S+,40302,Victory,11.077,168.90,S+
violet_burst,violet,ashen_bastion,S+,40303,Victory,11.077,269.13,S+
violet_scaling,violet,brass_executioner,B,10101,Victory,3.048,450.00,S+
violet_scaling,violet,brass_executioner,B,10102,Victory,2.944,450.00,S+
violet_scaling,violet,brass_executioner,B,10103,Victory,3.048,450.00,S+
violet_scaling,violet,thousand_handed_guardian,B,10201,Victory,2.857,450.00,S+
violet_scaling,violet,thousand_handed_guardian,B,10202,Victory,2.891,450.00,S+
violet_scaling,violet,thousand_handed_guardian,B,10203,Victory,2.539,450.00,S+
violet_scaling,violet,ashen_bastion,B,10301,Victory,4.286,450.00,S+
violet_scaling,violet,ashen_bastion,B,10302,Victory,4.286,450.00,S+
violet_scaling,violet,ashen_bastion,B,10303,Victory,4.286,450.00,S+
violet_scaling,violet,brass_executioner,A,20101,Victory,4.286,450.00,S+
violet_scaling,violet,brass_executioner,A,20102,Victory,4.286,384.00,S+
violet_scaling,violet,brass_executioner,A,20103,Victory,4.286,406.13,S+
violet_scaling,violet,thousand_handed_guardian,A,20201,Victory,3.134,450.00,S+
violet_scaling,violet,thousand_handed_guardian,A,20202,Victory,3.333,450.00,S+
violet_scaling,violet,thousand_handed_guardian,A,20203,Victory,3.333,450.00,S+
violet_scaling,violet,ashen_bastion,A,20301,Victory,5.333,450.00,S+
violet_scaling,violet,ashen_bastion,A,20302,Victory,5.368,450.00,S+
violet_scaling,violet,ashen_bastion,A,20303,Victory,6.268,450.00,S+
violet_scaling,violet,brass_executioner,S,30101,Victory,5.714,153.61,S+
