Build ID,Character,Archetype,Trial,Tier,Seed,Result,Virtual time,HP left,Rank
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","B",10301,Victory,16.080,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","B",10302,Victory,15.480,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","B",10303,Victory,15.480,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","A",20101,Victory,8.340,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","A",20102,Victory,8.940,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","A",20103,Victory,9.540,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","A",20201,Victory,9.540,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","A",20202,Victory,8.340,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","A",20203,Victory,11.320,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","A",20301,Victory,20.100,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","A",20302,Victory,24.120,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","A",20303,Victory,19.660,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","S",30101,Victory,12.060,303.03,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","S",30102,Victory,12.060,321.11,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","S",30103,Victory,12.060,358.40,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","S",30201,Victory,12.060,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","S",30202,Victory,12.060,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","S",30203,Victory,13.100,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","S",30301,Victory,42.867,256.58,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","S",30302,Victory,28.487,375.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","S",30303,Victory,45.240,54.39,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","S+",40101,Defeat,12.000,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","S+",40102,Defeat,12.000,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","brass_executioner","S+",40103,Defeat,11.120,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","S+",40201,Defeat,16.213,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","S+",40202,Defeat,17.413,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","thousand_handed_guardian","S+",40203,Defeat,17.413,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","S+",40301,Defeat,30.680,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","S+",40302,Defeat,29.420,0.00,S
"jennifer_wall_il8","jennifer","shield-wall","ashen_bastion","S+",40303,Defeat,30.060,0.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","B",10101,Victory,5.180,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","B",10102,Victory,4.040,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","B",10103,Victory,4.600,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","B",10201,Victory,6.900,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","B",10202,Victory,5.280,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","B",10203,Victory,6.340,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","B",10301,Victory,9.200,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","B",10302,Victory,9.780,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","B",10303,Victory,9.780,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","A",20101,Victory,7.480,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","A",20102,Victory,6.900,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","A",20103,Victory,8.040,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","A",20201,Victory,8.040,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","A",20202,Victory,8.040,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","A",20203,Victory,8.640,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","A",20301,Victory,15.020,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","A",20302,Victory,16.080,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","A",20303,Victory,12.060,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","S",30101,Victory,9.020,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","S",30102,Victory,9.780,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","S",30103,Victory,8.640,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","S",30201,Victory,9.780,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","S",30202,Victory,10.020,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","S",30203,Victory,10.360,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","S",30301,Victory,22.427,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","S",30302,Victory,23.567,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","S",30303,Victory,24.107,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","S+",40101,Defeat,12.000,0.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","S+",40102,Defeat,12.000,0.00,S
"jennifer_wall_il12","jennifer","shield-wall","brass_executioner","S+",40103,Defeat,12.000,0.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","S+",40201,Victory,12.660,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","S+",40202,Victory,13.793,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","thousand_handed_guardian","S+",40203,Victory,14.753,400.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","S+",40301,Defeat,37.614,0.00,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","S+",40302,Victory,36.214,293.88,S
"jennifer_wall_il12","jennifer","shield-wall","ashen_bastion","S+",40303,Defeat,37.627,0.00,S
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","B",10101,Victory,4.020,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","B",10102,Victory,4.020,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","B",10103,Victory,4.020,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","B",10201,Victory,4.460,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","B",10202,Victory,4.020,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","B",10203,Victory,5.000,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","B",10301,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","B",10302,Victory,8.900,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","B",10303,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","A",20101,Victory,6.120,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","A",20102,Victory,5.560,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","A",20103,Victory,7.240,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","A",20201,Victory,6.120,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","A",20202,Victory,7.240,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","A",20203,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","A",20301,Victory,12.780,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","A",20302,Victory,12.520,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","A",20303,Victory,11.120,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","S",30101,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","S",30102,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","S",30103,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","S",30201,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","S",30202,Victory,8.040,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","S",30203,Victory,8.900,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","S",30301,Victory,16.080,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","S",30302,Victory,16.120,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","S",30303,Victory,17.227,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","S+",40101,Victory,11.680,422.95,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","S+",40102,Victory,11.120,404.50,S+
"jennifer_wall_il15","jennifer","shield-wall","brass_executioner","S+",40103,Victory,12.240,114.48,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","S+",40201,Victory,12.060,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","S+",40202,Victory,12.060,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","thousand_handed_guardian","S+",40203,Victory,12.060,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","S+",40301,Victory,32.154,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","S+",40302,Victory,21.680,425.00,S+
"jennifer_wall_il15","jennifer","shield-wall","ashen_bastion","S+",40303,Victory,25.560,425.00,S+
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","B",10101,Victory,4.020,289.13,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","B",10102,Victory,3.020,288.91,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","B",10103,Victory,4.020,294.65,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","B",10201,Victory,4.020,310.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","B",10202,Victory,4.020,310.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","B",10203,Victory,4.020,310.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","B",10301,Victory,5.360,310.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","B",10302,Victory,4.780,310.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","B",10303,Victory,4.180,310.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","A",20101,Victory,5.360,225.71,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","A",20102,Victory,4.780,219.61,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","A",20103,Victory,4.180,234.37,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","A",20201,Victory,4.780,310.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","A",20202,Victory,6.560,259.82,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","A",20203,Victory,5.360,286.25,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","A",20301,Victory,8.940,272.79,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","A",20302,Victory,8.040,291.19,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","A",20303,Victory,9.020,278.89,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","S",30101,Defeat,6.180,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","S",30102,Defeat,6.180,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","S",30103,Victory,8.040,199.84,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","S",30201,Victory,6.560,194.47,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","S",30202,Victory,7.740,134.77,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","S",30203,Victory,8.040,61.85,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","S",30301,Victory,11.320,112.12,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","S",30302,Victory,11.920,83.69,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","S",30303,Victory,10.720,158.70,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","S+",40101,Defeat,4.000,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","S+",40102,Defeat,4.000,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","brass_executioner","S+",40103,Defeat,4.000,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","S+",40201,Defeat,5.260,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","S+",40202,Defeat,5.560,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","thousand_handed_guardian","S+",40203,Defeat,5.880,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","S+",40301,Defeat,10.940,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","S+",40302,Defeat,11.860,0.00,S
"jennifer_dual_crit_il1","jennifer","dual-crit","ashen_bastion","S+",40303,Defeat,9.080,0.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","B",10101,Victory,2.700,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","B",10102,Victory,2.160,316.91,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","B",10103,Victory,2.700,314.73,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","B",10201,Victory,3.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","B",10202,Victory,1.620,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","B",10203,Victory,3.240,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","B",10301,Victory,3.780,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","B",10302,Victory,4.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","B",10303,Victory,4.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","A",20101,Victory,4.020,294.30,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","A",20102,Victory,3.240,287.50,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","A",20103,Victory,3.780,304.65,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","A",20201,Victory,3.780,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","A",20202,Victory,4.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","A",20203,Victory,4.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","A",20301,Victory,6.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","A",20302,Victory,5.380,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","A",20303,Victory,4.320,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","S",30101,Victory,4.840,254.81,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","S",30102,Victory,4.020,296.72,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","S",30103,Victory,6.460,123.18,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","S",30201,Victory,4.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","S",30202,Victory,4.840,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","S",30203,Victory,5.920,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","S",30301,Victory,6.020,320.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","S",30302,Victory,8.080,305.05,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","S",30303,Victory,8.040,307.21,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","S+",40101,Defeat,4.000,0.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","S+",40102,Defeat,4.000,0.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","brass_executioner","S+",40103,Defeat,4.000,0.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","S+",40201,Defeat,7.420,0.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","S+",40202,Victory,7.540,14.08,S
"jennifer_dual_crit_il4","jennifer","dual-crit","thousand_handed_guardian","S+",40203,Defeat,8.040,0.00,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","S+",40301,Victory,11.300,129.17,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","S+",40302,Victory,9.140,290.43,S
"jennifer_dual_crit_il4","jennifer","dual-crit","ashen_bastion","S+",40303,Victory,10.760,180.48,S
"jennifer_dual_crit_il8","jennifer","dual-crit","brass_executioner","B",10101,Victory,1.980,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","brass_executioner","B",10102,Victory,1.480,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","brass_executioner","B",10103,Victory,1.980,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","thousand_handed_guardian","B",10201,Victory,1.980,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","thousand_handed_guardian","B",10202,Victory,1.480,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","thousand_handed_guardian","B",10203,Victory,2.460,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","ashen_bastion","B",10301,Victory,2.460,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","ashen_bastion","B",10302,Victory,3.440,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","ashen_bastion","B",10303,Victory,2.960,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","brass_executioner","A",20101,Victory,2.960,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","brass_executioner","A",20102,Victory,1.980,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","brass_executioner","A",20103,Victory,1.980,330.00,S+
"jennifer_dual_crit_il8","jennifer","dual-crit","thousand_handed_guardian","A",20201,Victory,2.960,330.00,S+
