Build ID,Character,Archetype,Item level,HP,Armor,Magic shield,Weapons,Skills,Rank,Qualifying trial,Simulations,Error
"violet_paranoia_il12","violet","cursed-evasion",12,225.0,72.6,62.0,"Hood_Epic_DuelistHood + Leather_Epic_EmbraceOfNight + Boots_Epic_ArmoredBoots + Ring_Agility + Ring_Speed + Accessory_Dexterity + Cursed_ParanoiaBlades","Evasion 5 + SlipAway 4 + ByAThread 2 + EyeForAnEye 2 + Elimination 1",S,"brass_executioner",36,""
"violet_paranoia_il15","violet","cursed-evasion",15,225.0,84.6,71.0,"Hood_Epic_DuelistHood + Leather_Epic_EmbraceOfNight + Boots_Epic_ArmoredBoots + Ring_Agility + Ring_Speed + Accessory_Dexterity + Cursed_ParanoiaBlades","Evasion 5 + SlipAway 4 + ByAThread 2 + EyeForAnEye 2 + Elimination 1",S+,"brass_executioner",36,""
"violet_betrayer_il1","violet","cursed-stealth",1,225.0,20.5,20.0,"Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck + Cursed_BetrayerAndAccomplice","EyeForAnEye 4 + Elimination 4 + PoisonedBlade 3 + CriticalHits 2 + SlipAway 1",B,"thousand_handed_guardian",36,""
"violet_betrayer_il4","violet","cursed-stealth",4,225.0,29.5,26.0,"Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck + Cursed_BetrayerAndAccomplice","EyeForAnEye 4 + Elimination 4 + PoisonedBlade 3 + CriticalHits 2 + SlipAway 1",B,"brass_executioner",36,""
"violet_betrayer_il8","violet","cursed-stealth",8,225.0,41.5,34.0,"Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck + Cursed_BetrayerAndAccomplice","EyeForAnEye 4 + Elimination 4 + PoisonedBlade 3 + CriticalHits 2 + SlipAway 1",S,"thousand_handed_guardian",36,""
"violet_betrayer_il12","violet","cursed-stealth",12,225.0,53.5,42.0,"Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck + Cursed_BetrayerAndAccomplice","EyeForAnEye 4 + Elimination 4 + PoisonedBlade 3 + CriticalHits 2 + SlipAway 1",S,"brass_executioner",36,""
"violet_betrayer_il15","violet","cursed-stealth",15,225.0,62.5,48.0,"Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck + Cursed_BetrayerAndAccomplice","EyeForAnEye 4 + Elimination 4 + PoisonedBlade 3 + CriticalHits 2 + SlipAway 1",S,"brass_executioner",36,""
"violet_execution_il1","violet","maximum-execution",1,225.0,28.6,29.0,"Blade_Epic_MomentoMori + Blade_Rare_JaggedBlade + Hood_Epic_DuelistHood + Leather_Epic_EmbraceOfNight + Boots_Epic_ArmoredBoots + Ring_Agility + Ring_Speed + Accessory_Dexterity","PoisonedBlade 5 + CriticalHits 3 + Elimination 3 + EyeForAnEye 2 + Evasion 1",B,"thousand_handed_guardian",36,""
"violet_execution_il4","violet","maximum-execution",4,225.0,40.6,38.0,"Blade_Epic_MomentoMori + Blade_Rare_JaggedBlade + Hood_Epic_DuelistHood + Leather_Epic_EmbraceOfNight + Boots_Epic_ArmoredBoots + Ring_Agility + Ring_Speed + Accessory_Dexterity","PoisonedBlade 5 + CriticalHits 3 + Elimination 3 + EyeForAnEye 2 + Evasion 1",S,"thousand_handed_guardian",36,""
"violet_execution_il8","violet","maximum-execution",8,225.0,56.6,50.0,"Blade_Epic_MomentoMori + Blade_Rare_JaggedBlade + Hood_Epic_DuelistHood + Leather_Epic_EmbraceOfNight + Boots_Epic_ArmoredBoots + Ring_Agility + Ring_Speed + Accessory_Dexterity","PoisonedBlade 5 + CriticalHits 3 + Elimination 3 + EyeForAnEye 2 + Evasion 1",S,"brass_executioner",36,""
"violet_execution_il12","violet","maximum-execution",12,225.0,72.6,62.0,"Blade_Epic_MomentoMori + Blade_Rare_JaggedBlade + Hood_Epic_DuelistHood + Leather_Epic_EmbraceOfNight + Boots_Epic_ArmoredBoots + Ring_Agility + Ring_Speed + Accessory_Dexterity","PoisonedBlade 5 + CriticalHits 3 + Elimination 3 + EyeForAnEye 2 + Evasion 1",S+,"brass_executioner",36,""
"violet_execution_il15","violet","maximum-execution",15,225.0,84.6,71.0,"Blade_Epic_MomentoMori + Blade_Rare_JaggedBlade + Hood_Epic_DuelistHood + Leather_Epic_EmbraceOfNight + Boots_Epic_ArmoredBoots + Ring_Agility + Ring_Speed + Accessory_Dexterity","PoisonedBlade 5 + CriticalHits 3 + Elimination 3 + EyeForAnEye 2 + Evasion 1",S+,"brass_executioner",36,""
"violet_balanced_il1","violet","balanced",1,225.0,20.5,20.0,"Blade_Epic_MomentoMori + Sword_Epic_BloodSword + Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck","Evasion 3 + CriticalHits 3 + PoisonedBlade 3 + EyeForAnEye 2 + Elimination 2",B,"thousand_handed_guardian",36,""
"violet_balanced_il4","violet","balanced",4,225.0,29.5,26.0,"Blade_Epic_MomentoMori + Sword_Epic_BloodSword + Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck","Evasion 3 + CriticalHits 3 + PoisonedBlade 3 + EyeForAnEye 2 + Elimination 2",S,"thousand_handed_guardian",36,""
"violet_balanced_il8","violet","balanced",8,225.0,41.5,34.0,"Blade_Epic_MomentoMori + Sword_Epic_BloodSword + Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck","Evasion 3 + CriticalHits 3 + PoisonedBlade 3 + EyeForAnEye 2 + Elimination 2",S,"brass_executioner",36,""
"violet_balanced_il12","violet","balanced",12,225.0,53.5,42.0,"Blade_Epic_MomentoMori + Sword_Epic_BloodSword + Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck","Evasion 3 + CriticalHits 3 + PoisonedBlade 3 + EyeForAnEye 2 + Elimination 2",S,"brass_executioner",36,""
"violet_balanced_il15","violet","balanced",15,225.0,62.5,48.0,"Blade_Epic_MomentoMori + Sword_Epic_BloodSword + Hood_Rare_DarkHood + Leather_Rare_ThickLeather + Boots_Rare_SwiftBoots + Ring_Fortune + Ring_Power + Accessory_Luck","Evasion 3 + CriticalHits 3 + PoisonedBlade 3 + EyeForAnEye 2 + Elimination 2",S+,"brass_executioner",36,""
"sasha_headsplitter_il1","sasha","giant-slayer",1,587.0,6.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S,"thousand_handed_guardian",36,""
"sasha_headsplitter_il4","sasha","giant-slayer",4,630.0,9.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_headsplitter_il8","sasha","giant-slayer",8,674.0,13.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_headsplitter_il12","sasha","giant-slayer",12,718.0,17.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_headsplitter_il15","sasha","giant-slayer",15,761.0,20.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_regen_tank_il1","sasha","hp-regeneration",1,587.0,6.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","CombatRegen 5 + Frenzy 4 + Stubbornness 2 + Superstition 2 + Intimidation 1",S,"brass_executioner",36,""
"sasha_regen_tank_il4","sasha","hp-regeneration",4,630.0,9.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","CombatRegen 5 + Frenzy 4 + Stubbornness 2 + Superstition 2 + Intimidation 1",S,"brass_executioner",36,""
"sasha_regen_tank_il8","sasha","hp-regeneration",8,674.0,13.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","CombatRegen 5 + Frenzy 4 + Stubbornness 2 + Superstition 2 + Intimidation 1",S+,"brass_executioner",36,""
"sasha_regen_tank_il12","sasha","hp-regeneration",12,718.0,17.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","CombatRegen 5 + Frenzy 4 + Stubbornness 2 + Superstition 2 + Intimidation 1",S+,"brass_executioner",36,""
"sasha_regen_tank_il15","sasha","hp-regeneration",15,761.0,20.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","CombatRegen 5 + Frenzy 4 + Stubbornness 2 + Superstition 2 + Intimidation 1",S+,"brass_executioner",36,""
"sasha_thorn_axe_il1","sasha","self-bleed",1,587.0,6.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Cursed_ThornAxe","Frenzy 5 + CriticalHits 4 + CombatRegen 2 + Intimidation 2 + Stubbornness 1",A,"brass_executioner",36,""
"sasha_thorn_axe_il4","sasha","self-bleed",4,630.0,9.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Cursed_ThornAxe","Frenzy 5 + CriticalHits 4 + CombatRegen 2 + Intimidation 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_thorn_axe_il8","sasha","self-bleed",8,674.0,13.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Cursed_ThornAxe","Frenzy 5 + CriticalHits 4 + CombatRegen 2 + Intimidation 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_thorn_axe_il12","sasha","self-bleed",12,718.0,17.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Cursed_ThornAxe","Frenzy 5 + CriticalHits 4 + CombatRegen 2 + Intimidation 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_thorn_axe_il15","sasha","self-bleed",15,761.0,20.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Cursed_ThornAxe","Frenzy 5 + CriticalHits 4 + CombatRegen 2 + Intimidation 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_berserker_axes_il1","sasha","cursed-speed",1,562.0,4.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_BerserkerAxe + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Stubbornness 1",S,"thousand_handed_guardian",36,""
"sasha_berserker_axes_il4","sasha","cursed-speed",4,580.0,7.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_BerserkerAxe + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_berserker_axes_il8","sasha","cursed-speed",8,599.0,11.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_BerserkerAxe + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_berserker_axes_il12","sasha","cursed-speed",12,618.0,15.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_BerserkerAxe + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_berserker_axes_il15","sasha","cursed-speed",15,636.0,18.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_BerserkerAxe + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_prototype_last_argument_il1","sasha","speed-conversion",1,587.0,6.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Prototype_LastArgument","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Superstition 1",A,"brass_executioner",36,""
"sasha_prototype_last_argument_il4","sasha","speed-conversion",4,630.0,9.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Prototype_LastArgument","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Superstition 1",S,"brass_executioner",36,""
"sasha_prototype_last_argument_il8","sasha","speed-conversion",8,674.0,13.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Prototype_LastArgument","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Superstition 1",S,"brass_executioner",36,""
"sasha_prototype_last_argument_il12","sasha","speed-conversion",12,718.0,17.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Prototype_LastArgument","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Superstition 1",S+,"brass_executioner",36,""
"sasha_prototype_last_argument_il15","sasha","speed-conversion",15,761.0,20.6,0.0,"Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality + Prototype_LastArgument","Frenzy 5 + CriticalHits 4 + Intimidation 2 + CombatRegen 2 + Superstition 1",S+,"brass_executioner",36,""
"sasha_cursed_last_argument_il1","sasha","hp-scaling",1,562.0,4.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_LastArgument + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 3 + Intimidation 3 + CombatRegen 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_cursed_last_argument_il4","sasha","hp-scaling",4,580.0,7.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_LastArgument + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 3 + Intimidation 3 + CombatRegen 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_cursed_last_argument_il8","sasha","hp-scaling",8,599.0,11.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_LastArgument + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 3 + Intimidation 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_cursed_last_argument_il12","sasha","hp-scaling",12,618.0,15.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_LastArgument + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 3 + Intimidation 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_cursed_last_argument_il15","sasha","hp-scaling",15,636.0,18.5,0.0,"Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness + Cursed_LastArgument + Sword_Epic_BloodSword","Frenzy 5 + CriticalHits 3 + Intimidation 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_fast_spears_il1","sasha","fast-on-hit",1,562.0,4.5,0.0,"Spear_Epic_SwiftSpear + Prototype_LightningSpear + Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_fast_spears_il4","sasha","fast-on-hit",4,580.0,7.5,0.0,"Spear_Epic_SwiftSpear + Prototype_LightningSpear + Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S,"brass_executioner",36,""
"sasha_fast_spears_il8","sasha","fast-on-hit",8,599.0,11.5,0.0,"Spear_Epic_SwiftSpear + Prototype_LightningSpear + Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_fast_spears_il12","sasha","fast-on-hit",12,618.0,15.5,0.0,"Spear_Epic_SwiftSpear + Prototype_LightningSpear + Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_fast_spears_il15","sasha","fast-on-hit",15,636.0,18.5,0.0,"Spear_Epic_SwiftSpear + Prototype_LightningSpear + Trophy_Rare_RareTrophy + Belt_Epic_TitanBelt + Boots_Rare_SwiftBoots + Ring_Speed + Ring_Health + Accessory_Swiftness","Frenzy 5 + Intimidation 3 + CriticalHits 3 + CombatRegen 2 + Stubbornness 1",S+,"brass_executioner",36,""
"sasha_balanced_il1","sasha","balanced",1,587.0,6.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 3 + CombatRegen 3 + Intimidation 3 + CriticalHits 2 + Stubbornness 2",S,"brass_executioner",36,""
"sasha_balanced_il4","sasha","balanced",4,630.0,9.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 3 + CombatRegen 3 + Intimidation 3 + CriticalHits 2 + Stubbornness 2",S,"brass_executioner",36,""
"sasha_balanced_il8","sasha","balanced",8,674.0,13.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 3 + CombatRegen 3 + Intimidation 3 + CriticalHits 2 + Stubbornness 2",S+,"brass_executioner",36,""
"sasha_balanced_il12","sasha","balanced",12,718.0,17.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 3 + CombatRegen 3 + Intimidation 3 + CriticalHits 2 + Stubbornness 2",S+,"brass_executioner",36,""
"sasha_balanced_il15","sasha","balanced",15,761.0,20.6,0.0,"TwoHandedAxe_Epic_Headsplitter + Trophy_Epic_EpicTrophy + Belt_Epic_TitanBelt + Boots_Epic_ArmoredBoots + Ring_Health + Ring_Power + Accessory_Vitality","Frenzy 3 + CombatRegen 3 + Intimidation 3 + CriticalHits 2 + Stubbornness 2",S+,"brass_executioner",36,""
